"","Id","MSSubClass","MSZoning","LotFrontage","LotArea","LotShape","LotConfig","Neighborhood","Condition1","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Fireplaces","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","PavedDrive","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
"1235",1235,70,"RH",55,9.05075830215172,"Reg","Inside","SWISU","Norm","1Fam","2Story",5,6,1911,1950,"Gable","MetalSd","MetalSd","None",0,"TA","TA","PConc","TA","Av","Unf",0,0,6.84587987526405,6.84587987526405,"TA","N","FuseA",6.93147180559945,6.84587987526405,0,7.58273848891441,0,0,1,1,4,1,"TA",7,0,"2Types",1802.22169253917,"Unf",0,0,"N",0,0,0,0,0,11,2008,"WD","Abnorml",11.7752897294377
"1236",1236,70,"RL",96,9.48280727862148,"Reg","Inside","Crawfor","Norm","1Fam","2Story",5,5,1914,1950,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","Gd","Mn","Unf",0,0,6.61606518513282,6.61606518513282,"Gd","Y","FuseF",6.79346613258001,6.79346613258001,0,7.48661331313996,0,0,1,1,4,1,"TA",9,0,"Detchd",1914,"Unf",1,5.19295685089021,"N",0,0,0,0,0,7,2006,"WD","Normal",11.8414159318498
"1237",1237,160,"RL",36,7.8739783796045,"Reg","Inside","NridgHt","Norm","Twnhs","2Story",7,5,2003,2003,"Gable","VinylSd","Wd Shng","Stone",4.66343909411207,"Gd","TA","PConc","Gd","No","Unf",0,0,6.63856778916652,6.63856778916652,"Ex","Y","SBrkr",6.63856778916652,6.75925527066369,0,7.39387829010776,0,0,2,1,2,1,"Gd",6,0,"BuiltIn",2003,"RFn",2,6.16120732169508,"Y",0,0,0,0,0,6,2010,"WD","Normal",12.0753943218881
"1238",1238,60,"RL",41,9.42488707606487,"IR2","FR2","CollgCr","Norm","1Fam","2Story",7,5,2004,2005,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","No","Unf",0,0,6.74170069465205,6.74170069465205,"Ex","Y","SBrkr",6.74170069465205,7.00397413672268,0,7.57455848420248,0,0,2,1,4,1,"Gd",8,1,"BuiltIn",2004,"Fin",2,6.07304453410041,"Y",0,0,0,0,0,9,2006,"WD","Normal",12.1807548375459
"1239",1239,20,"RL",63,9.47822781709978,"Reg","Inside","SawyerW","RRAe","1Fam","1Story",6,5,2005,2005,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","No","Unf",0,0,7.03966034986208,7.03966034986208,"Ex","Y","SBrkr",7.03966034986208,0,0,7.03966034986208,0,0,1,1,3,1,"TA",6,0,"Detchd",2005,"Unf",2,6.18208490671663,"Y",0,0,0,0,0,3,2006,"WD","Abnorml",11.8670972786908
"1240",1240,20,"RL",64,9.10908253990196,"IR1","Inside","Timber","Norm","1Fam","1Story",8,5,2006,2006,"Hip","VinylSd","VinylSd","BrkFace",3.46573590279973,"Gd","TA","PConc","Gd","Av","GLQ",6.0591231955818,0,6.95463886488099,7.29709100516042,"Ex","Y","SBrkr",7.30249642372733,0,0,7.30249642372733,0,0,2,0,2,1,"Ex",6,1,"Attchd",2006,"RFn",2,6.15697898558556,"Y",0,0,0,0,0,12,2007,"WD","Normal",12.4908755772311
"1241",1241,60,"RL",65,9.0067543198775,"Reg","Inside","CollgCr","Norm","1Fam","2Story",7,5,2003,2003,"Gable","VinylSd","VinylSd","BrkFace",5.52942908751142,"Gd","TA","PConc","Gd","No","GLQ",6.30991827822652,0,5.8111409929767,6.78445706263764,"Ex","Y","SBrkr",6.78445706263764,6.78445706263764,0,7.47760424319759,1,0,2,1,3,1,"Gd",8,0,"Attchd",2003,"RFn",2,6.29710931993394,"Y",0,0,0,0,0,7,2008,"WD","Normal",12.3234111379474
"1242",1242,20,"RL",83,9.1951252061697,"Reg","Inside","Somerst","Norm","1Fam","1Story",7,6,2007,2007,"Hip","VinylSd","VinylSd","Stone",0,"Gd","TA","PConc","Gd","Av","Unf",0,0,7.4318919168078,7.4318919168078,"Ex","Y","SBrkr",7.4318919168078,0,0,7.4318919168078,0,0,2,0,3,1,"Gd",7,0,"Attchd",2007,"RFn",3,6.86066367144829,"Y",0,0,0,0,0,6,2007,"New","Partial",12.4225057319529
"1243",1243,85,"RL",85,9.27096499379262,"Reg","Inside","NWAmes","Norm","1Fam","SFoyer",7,6,1974,1974,"Gable","Plywood","Plywood","BrkFace",4.39444915467244,"TA","TA","CBlock","Gd","Gd","GLQ",6.78558764500793,5.12396397940326,0,6.95939851213398,"TA","Y","SBrkr",7.06731984865348,0,0,7.06731984865348,1,0,2,0,3,1,"Gd",6,2,"Attchd",1974,"RFn",2,6.26909628370626,"Y",0,0,0,0,0,1,2010,"WD","Family",12.0435537160324
"1244",1244,20,"RL",107,9.53899642739739,"Reg","Inside","NridgHt","Norm","1Fam","1Story",10,5,2006,2006,"Gable","VinylSd","VinylSd","None",5.83445810057512,"Ex","TA","PConc","Ex","Gd","GLQ",7.23417717974985,0,6.5366915975913,7.63819824428578,"Ex","Y","SBrkr",7.63819824428578,0,0,7.63819824428578,1,0,2,1,2,1,"Ex",7,1,"Attchd",2006,"Fin",3,6.74523634948436,"Y",0,0,0,0,0,9,2006,"New","Partial",13.0497926845695
"1245",1245,70,"RL",82.2801872661228,9.34443410645688,"IR1","Corner","Crawfor","Norm","1Fam","2Story",8,7,1929,1950,"Gable","BrkFace","Stucco","None",0,"TA","TA","PConc","Gd","No","Unf",0,0,6.67456139181443,6.67456139181443,"Fa","Y","SBrkr",6.67456139181443,6.58617165485467,0,7.32448997934853,0,0,1,0,3,1,"Gd",7,2,"Detchd",1931,"Unf",2,5.99146454710798,"Y",0,0,0,0,0,6,2006,"WD","Normal",12.3458345879053
"1246",1246,80,"RL",78,9.40013394360884,"Reg","Inside","NWAmes","Norm","1Fam","SLvl",6,7,1984,2003,"Hip","VinylSd","VinylSd","BrkFace",4.30406509320417,"TA","TA","CBlock","Gd","No","Unf",0,0,6.37161184723186,6.37161184723186,"Ex","Y","SBrkr",7.03878354138854,6.59030104819669,0,7.53262361878879,0,0,3,1,3,1,"TA",7,1,"BuiltIn",1984,"Fin",2,6.16751649088834,"Y",0,0,4.99043258677874,0,0,1,2007,"WD","Abnorml",12.0895388292742
"1247",1247,60,"FV",65,9.00270100719794,"Reg","Inside","Somerst","Norm","1Fam","2Story",7,5,2005,2006,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","No","Unf",0,0,6.62804137617953,6.62804137617953,"Ex","Y","SBrkr",6.62804137617953,6.68085467879022,0,7.34794382314869,0,0,2,1,3,1,"Gd",6,0,"Attchd",2005,"RFn",2,6.42162226780652,"Y",0,0,0,0,0,3,2006,"New","Partial",12.136186518066
"1248",1248,80,"RL",52.4476822015253,9.41962837699995,"IR1","Inside","Mitchel","Norm","1Fam","SLvl",6,5,1976,1976,"Gable","HdBoard","HdBoard","BrkFace",5.81413053182507,"TA","TA","CBlock","TA","Av","GLQ",6.289715570909,0,6.15909538849193,6.91968384984741,"TA","Y","SBrkr",6.94119005506837,0,0,6.94119005506837,1,0,1,0,3,1,"TA",6,0,"Attchd",1976,"Unf",3,6.78897174299217,"Y",0,0,0,0,0,5,2010,"WD","Normal",12.04296530766
"1249",1249,75,"RM",60,9.16951837745593,"Reg","Inside","OldTown","Norm","1Fam","2.5Unf",6,5,1917,1950,"Gable","AsbShng","AsbShng","None",0,"TA","TA","BrkTil","Gd","No","Rec",5.76519110278484,0,6.03068526026126,6.59987049921284,"Fa","N","SBrkr",7.0335064842877,6.82871207164168,0,7.62948991639399,0,0,1,1,3,1,"TA",8,1,"Detchd",1950,"Unf",2,5.98141421125448,"P",5.55682806169954,0,0,0,0,4,2008,"WD","Normal",11.7714361601217
"1250",1250,20,"RL",60,8.88183630500415,"Reg","Inside","NAmes","Norm","1Fam","1Story",5,7,1950,1950,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","No","BLQ",6.2803958389602,4.56434819146784,5.50533153593236,6.77536609093639,"TA","Y","SBrkr",6.89568269774787,0,0,6.89568269774787,0,0,1,0,3,1,"TA",6,0,"Attchd",1950,"Unf",1,5.62040086571715,"Y",0,0,0,0,0,5,2007,"WD","Normal",11.6868787720937
"1251",1251,20,"RL",93,9.3200912359353,"Reg","Corner","NAmes","Norm","1Fam","1Story",7,5,1968,1968,"Hip","BrkFace","BrkFace","None",0,"Gd","TA","CBlock","TA","No","ALQ",6.97073007814353,0,6.95177216439891,7.65444322647011,"Ex","Y","SBrkr",7.65444322647011,0,0,7.65444322647011,1,0,2,1,3,1,"Ex",8,2,"Attchd",1968,"Fin",2,6.25766758788264,"Y",0,0,0,0,0,4,2010,"WD","Normal",12.4049235042753
"1252",1252,120,"RL",57.8266341260793,8.0507033814703,"IR1","Corner","NridgHt","Norm","TwnhsE","1Story",7,5,2003,2003,"Gable","VinylSd","Wd Shng","Stone",5.09375020080676,"Gd","TA","PConc","Gd","No","Unf",0,0,7.24779258176785,7.24779258176785,"Ex","Y","SBrkr",7.24779258176785,0,0,7.24779258176785,0,0,2,0,2,1,"Gd",6,1,"Attchd",2003,"RFn",2,6.16961073249146,"Y",0,0,0,0,0,3,2006,"WD","Normal",12.0537952100846
"1253",1253,20,"RL",62,9.19603858726532,"Reg","Inside","Mitchel","Norm","1Fam","1Story",5,6,1968,1968,"Gable","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","No","BLQ",6.23441072571837,0,5.86929691313377,6.76157276880406,"TA","Y","SBrkr",6.77308037565554,0,0,6.77308037565554,1,0,1,0,3,1,"TA",5,0,"Attchd",1968,"RFn",1,5.66296048013595,"Y",0,0,0,0,6.39692965521615,11,2009,"WD","Normal",11.7752897294377
"1254",1254,60,"RL",71.8796439675338,9.77235328451133,"IR1","Inside","Veenker","Norm","1Fam","2Story",7,7,1974,2003,"Gable","Wd Sdng","Wd Sdng","None",0,"Gd","TA","CBlock","TA","Gd","LwQ",4.8283137373023,6.93828448401696,3.58351893845611,7.0833878476253,"TA","Y","SBrkr",7.32383056620232,6.47850964220857,0,7.68109900153636,1,0,2,1,3,1,"Gd",9,2,"Attchd",1974,"RFn",2,6.24997524225948,"Y",0,0,0,0,0,7,2007,"WD","Normal",12.5913350463208
"1255",1255,60,"RL",60,8.84375938191798,"Reg","Inside","Edwards","Norm","1Fam","2Story",7,5,2003,2004,"Gable","VinylSd","VinylSd","Stone",4.52178857704904,"Gd","TA","PConc","Gd","No","Unf",0,0,6.61472560020376,6.61472560020376,"Ex","Y","SBrkr",6.63331843328038,6.79794041297493,0,7.4121603349452,0,0,2,1,3,1,"Gd",7,1,"BuiltIn",2003,"Fin",2,5.98393628068719,"Y",0,0,0,0,0,7,2008,"WD","Normal",12.0161220615717
"1256",1256,50,"RM",52,8.73873546136347,"Reg","Inside","BrkSide","Norm","1Fam","1.5Fin",6,6,1931,1950,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","No","LwQ",6.05208916892442,0,6.12905021006055,6.78445706263764,"TA","Y","FuseA",6.86589107488344,6.01126717440416,0,7.22037383672395,0,0,1,0,3,1,"TA",6,1,"Detchd",1978,"Unf",1,6.32793678372919,"Y",0,0,4.78749174278205,0,0,11,2007,"WD","Normal",11.7558716435806
"1257",1257,20,"RL",91,9.5682245844549,"IR1","Corner","NoRidge","Norm","1Fam","1Story",8,5,1994,1994,"Hip","HdBoard","HdBoard","BrkFace",6.31716468674728,"Gd","TA","PConc","Gd","Gd","GLQ",7.18083119904456,0,6.51025834052315,7.59387784460512,"Ex","Y","SBrkr",7.59438124255182,0,0,7.59438124255182,1,0,2,0,2,1,"Gd",7,1,"Attchd",1994,"Fin",2,6.53813982376767,"Y",0,0,0,0,0,8,2008,"WD","Normal",12.6165252951494
"1258",1258,30,"RL",56,8.30893825259578,"Reg","Corner","Edwards","Feedr","1Fam","1Story",5,8,1922,1950,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","Fa","No","Unf",0,0,6.76157276880406,6.76157276880406,"Ex","Y","SBrkr",6.76157276880406,0,0,6.76157276880406,0,0,1,0,2,1,"TA",4,0,"Attchd",1804.95183847011,"Fin",0,0,"Y",0,0,0,0,0,7,2009,"WD","Normal",11.5119249646366
"1259",1259,80,"RL",59,9.168163293077,"IR1","Inside","Gilbert","Norm","1Fam","SLvl",7,5,2005,2005,"Gable","VinylSd","VinylSd","Stone",5.2040066870768,"Gd","TA","PConc","Gd","Gd","GLQ",6.48463523563525,0,5.30330490805908,6.75227037614174,"Ex","Y","SBrkr",7.06133436691044,0,0,7.06133436691044,1,0,2,0,2,1,"Gd",5,0,"Attchd",2005,"Fin",2,5.99146454710798,"Y",0,0,0,0,0,7,2008,"WD","Normal",12.1547793511426
"1260",1260,20,"RL",65,9.18502256399189,"Reg","FR2","NAmes","Norm","1Fam","1Story",6,8,1969,1969,"Gable","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Gd","No","ALQ",6.40025744530882,6.08221891037645,2.63905732961526,6.96034772910131,"Gd","Y","SBrkr",6.96034772910131,0,0,6.96034772910131,1,0,1,1,3,1,"TA",6,0,"Attchd",1969,"Unf",2,6.13122648948314,"Y",0,0,4.38202663467388,0,0,7,2008,"WD","Normal",11.9250351157971
"1261",1261,60,"RL",71.7963552452639,10.1138295120131,"IR3","CulDSac","Gilbert","RRAn","1Fam","2Story",6,5,1999,1999,"Gable","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","No","Unf",0,0,6.73459165997295,6.73459165997295,"Ex","Y","SBrkr",6.79346613258001,6.6631326959908,0,7.42356844425917,0,0,2,1,3,1,"TA",7,1,"BuiltIn",1999,"Fin",2,6.21860011969173,"Y",0,0,0,0,0,6,2009,"WD","Normal",12.106252310248
"1262",1262,20,"RL",80,9.16951837745593,"Reg","Inside","NAmes","Norm","1Fam","1Story",5,6,1956,1956,"Hip","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","No","Rec",6.22257626807137,0,6.30261897574491,6.95654544315157,"Gd","Y","SBrkr",6.95654544315157,0,0,6.95654544315157,0,0,1,0,2,1,"TA",5,0,"Attchd",1956,"Unf",1,5.82304589548302,"Y",0,0,0,0,0,6,2009,"WD","Normal",11.7667921889273
"1263",1263,50,"RL",72.671928985023,9.32812340763257,"Reg","Inside","ClearCr","Norm","1Fam","1.5Fin",4,5,1957,1989,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","Av","Unf",0,0,7.00669522683704,7.00669522683704,"Ex","Y","FuseA",7.00669522683704,6.52795791762255,0,7.48885295573346,1,0,1,0,5,1,"TA",8,2,"Attchd",1957,"Unf",1,5.71702770140622,"Y",0,0,0,0,0,11,2009,"WD","Normal",11.9922604216448
"1264",1264,70,"RL",60,9.51155545871055,"Reg","Inside","BrkSide","Norm","1Fam","2Story",6,6,1919,1950,"Gambrel","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","No","Unf",0,0,6.63856778916652,6.63856778916652,"Ex","Y","FuseA",6.96602418710611,6.63856778916652,0,7.50878717063428,0,0,1,0,3,1,"TA",8,1,"Detchd",1940,"Unf",2,6.25382881157547,"N",4.83628190695148,0,0,0,0,7,2007,"WD","Normal",12.1034860567551
"1265",1265,120,"RH",34,8.30893825259578,"Reg","Inside","NAmes","Norm","TwnhsE","1Story",6,5,1998,1999,"Gable","MetalSd","MetalSd","None",0,"Gd","TA","PConc","Gd","No","GLQ",5.5834963087817,0,7.03790596344718,7.24779258176785,"Ex","Y","SBrkr",7.19818357710194,0,0,7.19818357710194,1,0,2,0,2,1,"Gd",5,0,"Attchd",1998,"Fin",2,6.2363695902037,"Y",0,0,0,0,0,8,2008,"COD","Abnorml",12.106252310248
"1266",1266,160,"FV",35,8.22550309756692,"Reg","FR3","Somerst","Norm","TwnhsE","2Story",7,5,1999,1999,"Hip","MetalSd","MetalSd","BrkFace",5.38449506278909,"Gd","TA","PConc","Gd","No","GLQ",6.10924758276437,0,5.48479693349065,6.53813982376767,"Ex","Y","SBrkr",6.5694814204143,6.6052979209482,0,7.28069719538474,1,0,2,1,3,1,"Gd",6,0,"Detchd",1999,"Unf",2,6.22653666928747,"Y",0,0,0,0,0,3,2006,"WD","Normal",12.1221474105924
"1267",1267,190,"RM",60,9.22226894284146,"IR1","Inside","OldTown","Feedr","2fmCon","2.5Unf",7,4,1910,1950,"Hip","Wd Sdng","Wd Sdng","None",0,"Fa","TA","CBlock","TA","No","Unf",0,0,6.82979373751242,6.82979373751242,"TA","N","FuseF",6.87109129461055,6.82979373751242,0,7.54380286750151,0,0,1,1,4,2,"TA",9,1,"Detchd",1960,"Unf",1,5.73009978297357,"N",5.57594910314632,0,0,0,0,1,2007,"WD","Normal",11.7117763237154
"1268",1268,20,"RL",89,9.48903215258983,"IR1","Inside","Timber","Norm","1Fam","1Story",9,5,2008,2009,"Hip","Stucco","CmentBd","None",0,"Ex","TA","PConc","Ex","Gd","Unf",0,0,7.60190195987517,7.60190195987517,"Ex","Y","SBrkr",7.60986220091355,0,0,7.60986220091355,0,0,2,0,3,1,"Ex",10,1,"Attchd",2009,"Fin",3,6.61472560020376,"Y",0,0,0,0,0,5,2010,"WD","Normal",12.8439713518596
"1269",1269,50,"RL",98.3483873483138,9.55393007636626,"IR1","Inside","Crawfor","Norm","1Fam","1.5Fin",8,9,1935,1997,"Gable","Stucco","Stucco","BrkFace",6.44888939414686,"TA","Gd","CBlock","TA","Mn","Rec",5.25749537202778,0,6.2841341610708,6.59030104819669,"Ex","Y","SBrkr",7.5847730776122,7.2991214627108,0,8.14525956651686,0,0,3,1,4,1,"Gd",11,2,"BuiltIn",1982,"Unf",3,6.92165818415113,"Y",0,0,0,0,0,5,2008,"WD","Normal",12.8505546541088
"1270",1270,50,"RL",78,9.33644424877191,"Reg","Inside","NAmes","Feedr","1Fam","1.5Fin",5,5,1958,1958,"Gable","MetalSd","MetalSd","BrkFace",5.19295685089021,"TA","TA","CBlock","TA","No","BLQ",6.13122648948314,0,6.02586597382531,6.77308037565554,"TA","Y","FuseA",6.77308037565554,6.47697236288968,0,7.32909373624659,0,0,1,1,3,1,"TA",7,0,"Attchd",1958,"Unf",1,5.75257263882563,"Y",0,0,0,0,0,7,2007,"WD","Normal",11.8775685785581
"1271",1271,40,"RL",97.381491515988,10.0687901041605,"Reg","Inside","ClearCr","Norm","1Fam","1Story",7,6,1979,1979,"Shed","Plywood","Plywood","None",0,"Gd","TA","PConc","Gd","Gd","GLQ",7.13727843726039,0,4.30406509320417,7.19443685110033,"TA","Y","SBrkr",7.19443685110033,5.25749537202778,0,7.32909373624659,2,0,0,1,0,1,"Gd",4,1,"Attchd",1979,"Fin",2,6.37331978957701,"Y",0,0,0,0,0,4,2010,"WD","Normal",12.4684369099977
"1272",1272,20,"RL",75.7928174295926,9.12216468107246,"IR1","Inside","NWAmes","PosN","1Fam","1Story",6,7,1968,1968,"Hip","BrkFace","BrkFace","None",0,"TA","TA","CBlock","TA","No","Unf",0,0,7.30586003268401,7.30586003268401,"Gd","Y","SBrkr",7.30586003268401,0,0,7.30586003268401,0,0,2,0,3,1,"Gd",7,1,"Attchd",1968,"RFn",2,6.13556489108174,"Y",0,0,0,0,0,8,2009,"WD","Normal",12.13215696258
"1273",1273,20,"RL",67.5212025315835,9.51236903813489,"IR1","CulDSac","Sawyer","Norm","1Fam","1Story",5,6,1965,1965,"Hip","HdBoard","Plywood","BrkFace",4.7361984483945,"TA","TA","CBlock","TA","No","BLQ",6.32793678372919,5.92692602597041,0,6.84054652928869,"TA","Y","SBrkr",6.84054652928869,0,0,6.84054652928869,1,0,1,0,3,1,"TA",5,0,"Attchd",1965,"Unf",1,5.66296048013595,"Y",0,0,0,0,0,11,2006,"WD","Normal",11.8277362048103
"1274",1274,80,"RL",124,9.3511452485672,"IR1","Corner","Edwards","Norm","1Fam","SLvl",6,7,1959,2006,"Gable","Plywood","Plywood","BrkFace",4.43081679884331,"TA","TA","CBlock","TA","Av","ALQ",6.57786135772105,0,5.7037824746562,6.92657703322272,"Gd","Y","SBrkr",7.21303165983487,0,0,7.21303165983487,1,0,1,0,2,1,"Ex",5,1,"Basment",1959,"RFn",1,5.74300318780948,"Y",0,0,5.09375020080676,0,0,5,2008,"WD","Normal",12.083905011556
"1275",1275,50,"RL",53,8.58709231879591,"Reg","Corner","Crawfor","Norm","1Fam","1.5Fin",5,6,1910,2003,"Gable","Wd Sdng","Wd Shng","None",0,"TA","TA","PConc","TA","No","Unf",0,0,6.49375383985169,6.49375383985169,"Ex","Y","SBrkr",6.49375383985169,6.37842618365159,0,7.13089883029635,0,0,2,0,3,1,"TA",8,1,"Detchd",1985,"Unf",2,6.31354804627709,"Y",4.39444915467244,0,0,0,0,11,2007,"WD","Normal",11.8422292121128
"1276",1276,90,"RL",95,9.33653239721394,"Reg","Corner","NAmes","Feedr","Duplex","2Story",5,5,1948,1950,"Gable","AsbShng","AsbShng","Stone",6.34035930372775,"TA","TA","CBlock","TA","No","Rec",5.39362754635236,0,6.56244409369372,6.8330317327862,"Gd","Y","FuseA",6.8330317327862,6.89972310728487,0,7.56008046502183,0,0,2,0,4,2,"TA",10,0,"Detchd",1948,"Unf",2,5.99146454710798,"Y",0,0,0,0,0,7,2007,"WD","Normal",11.8277362048103
"1277",1277,60,"RL",72.4445605683489,9.46776940125694,"IR1","CulDSac","NWAmes","Norm","1Fam","2Story",6,6,1972,1972,"Gable","HdBoard","Plywood","None",0,"TA","TA","CBlock","TA","No","BLQ",6.38519439899773,0,4.86753445045558,6.58340922215876,"TA","Y","SBrkr",6.59987049921284,6.49223983502047,0,7.24064969425547,0,1,1,1,3,1,"TA",6,1,"Attchd",1972,"Unf",2,6.20859002609663,"Y",0,0,0,0,0,12,2009,"WD","Normal",11.9953516142145
"1278",1278,80,"RL",81.9803940464715,9.7909345662968,"IR1","CulDSac","NWAmes","Norm","1Fam","SLvl",6,5,1967,1976,"Gable","HdBoard","HdBoard","BrkFace",5.88332238848828,"TA","TA","CBlock","Gd","Av","ALQ",6.26909628370626,0,7.04925484125584,7.4265490723973,"Fa","Y","SBrkr",7.45240245122364,0,0,7.45240245122364,1,0,1,1,3,1,"TA",7,1,"Attchd",1967,"RFn",2,6.17378610390194,"Y",0,0,0,0,0,6,2009,"WD","Normal",12.1955171315907
"1279",1279,60,"RL",75,9.15620092587553,"Reg","Inside","CollgCr","Norm","1Fam","2Story",8,5,2002,2002,"Gable","VinylSd","VinylSd","BrkFace",4.0592435327999,"Gd","TA","PConc","Gd","No","GLQ",6.68959926917897,0,5.78074351579233,7.028201432058,"Ex","Y","SBrkr",7.028201432058,6.80572255341699,0,7.61628356158038,1,0,2,1,3,1,"Gd",7,1,"Attchd",2002,"RFn",2,6.3578422665081,"Y",0,0,0,0,0,3,2008,"WD","Normal",12.3758154201173
"1280",1280,50,"C (all)",60,8.9226582995244,"Reg","Inside","IDOTRR","Norm","1Fam","1.5Fin",4,4,1920,1950,"Gable","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","No","Unf",0,0,6.54821910276237,6.54821910276237,"TA","Y","FuseA",6.54821910276237,6.06378520868761,0,7.028201432058,0,0,1,0,2,1,"TA",6,0,"Detchd",1980,"RFn",2,6.26909628370626,"Y",5.0998664278242,0,0,0,0,4,2010,"COD","Abnorml",11.1331281036106
"1281",1281,20,"RL",67,9.19095365817599,"IR1","Inside","CollgCr","Norm","1Fam","1Story",7,5,2002,2002,"Gable","VinylSd","VinylSd","BrkFace",4.70048036579242,"Gd","TA","PConc","Gd","No","GLQ",6.66949808985788,0,6.66568371778241,7.36073990305828,"Ex","Y","SBrkr",7.36073990305828,0,0,7.36073990305828,1,0,2,0,3,1,"Gd",6,0,"Attchd",2002,"RFn",2,6.29894924685594,"Y",0,0,0,0,0,3,2009,"WD","Normal",12.3327052964635
"1282",1282,20,"RL",50,8.99330313909373,"IR1","CulDSac","Timber","Norm","1Fam","1Story",7,5,1990,1990,"Hip","HdBoard","HdBoard","BrkFace",3.98898404656427,"TA","TA","CBlock","Gd","No","ALQ",6.95939851213398,0,5.54517744447956,7.1770187659099,"TA","Y","SBrkr",7.19967834569117,0,0,7.19967834569117,1,0,2,0,2,1,"TA",6,1,"Attchd",1990,"Fin",2,6.18208490671663,"Y",0,0,4.49980967033027,0,0,7,2006,"WD","Normal",12.1007121298723
"1283",1283,20,"RL",61,9.0825070004663,"IR1","Inside","CollgCr","Norm","1Fam","1Story",5,7,1977,2008,"Gable","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Gd","Mn","LwQ",6.27664348934164,4.969813299576,5.89715386763674,6.94697599213542,"TA","Y","SBrkr",6.94697599213542,0,0,6.94697599213542,0,0,2,0,3,1,"Gd",5,0,"Detchd",1977,"Unf",2,6.18208490671663,"Y",0,0,5.66296048013595,0,0,9,2009,"WD","Normal",11.9217183631711
"1284",1284,90,"RL",94,9.14846496825809,"Reg","Corner","Mitchel","Norm","Duplex","2Story",6,5,1971,1971,"Mansard","MetalSd","Wd Shng","None",0,"TA","TA","CBlock","TA","Av","Unf",0,0,6.81563999007433,6.81563999007433,"TA","Y","SBrkr",6.81563999007433,6.81563999007433,0,7.50878717063428,0,0,2,2,4,2,"TA",8,0,"2Types",1818.61889249243,"Fin",0,0,"Y",0,0,0,0,0,4,2010,"WD","Normal",11.8422292121128
"1285",1285,50,"RL",50,9.17346889720028,"Reg","Inside","SWISU","Feedr","1Fam","1.5Fin",6,7,1919,1990,"Gable","Wd Sdng","Wd Shng","None",0,"TA","TA","PConc","TA","No","Unf",0,0,6.68959926917897,6.68959926917897,"Ex","Y","SBrkr",7.43779512167193,6.61740297797448,0,7.80261806344267,0,0,2,0,4,1,"Gd",10,1,"Detchd",1969,"Unf",1,5.8171111599632,"Y",3.73766961828337,0,4.75359019110636,0,0,3,2010,"WD","Normal",12.0376539939052
"1286",1286,50,"RM",50,8.69951474821019,"Reg","Inside","BrkSide","Norm","1Fam","1.5Fin",6,6,1939,1950,"Gable","MetalSd","MetalSd","None",0,"TA","Fa","CBlock","TA","No","Unf",0,0,6.65929391968364,6.65929391968364,"Ex","Y","FuseF",6.71538338633468,6.3750248198281,0,7.25276241805319,0,0,1,0,4,1,"TA",6,1,"Detchd",1939,"Unf",1,5.63478960316925,"Y",0,0,0,0,0,5,2009,"WD","Normal",11.7943379244084
"1287",1287,20,"RL",84.1343680194327,9.18911673552456,"Reg","Inside","NWAmes","Feedr","1Fam","1Story",6,5,1963,1963,"Hip","HdBoard","HdBoard","BrkFace",6.11146733950268,"TA","TA","CBlock","TA","No","ALQ",6.34388043412633,4.39444915467244,6.5191472879404,7.19142933003638,"TA","Y","SBrkr",7.19142933003638,0,0,7.19142933003638,1,0,1,1,3,1,"TA",6,2,"Attchd",1963,"Unf",2,6.26909628370626,"Y",0,0,0,0,0,6,2010,"WD","Normal",11.870599909242
