"","Id","MSSubClass","MSZoning","LotArea","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
"1350",1350,70,"RM",8.56598335558567,"Reg","Lvl","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",8,5,1872,1987,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","BrkTil","TA","Fa","No","LwQ",5.55682806169954,"Unf",0,6.05208916892442,6.52795791762255,"OthW","Fa","N","SBrkr",6.84374994900622,7.10249935577465,5.32300997913841,7.76556908109732,0,0,2,0,4,1,"TA",8,"Typ",0,"Detchd",1798.64067578686,"Unf",0,0,"Ex","Po","Y",0,3.98898404656427,2.99573227355399,0,0,0,0,12,2008,"WD","Normal",11.7117763237154
"1351",1351,90,"RL",9.36246042003702,"Reg","Lvl","Inside","Gtl","NAmes","Artery","Norm","Duplex","2Story",5,5,1969,1969,"Gable","CompShg","MetalSd","MetalSd","BrkFace",5.90808293816893,"TA","TA","CBlock","TA","TA","No","LwQ",6.21460809842219,"Unf",0,6.61740297797448,7.12929754892937,"GasA","TA","Y","SBrkr",7.19893124068817,7.16703787691222,0,7.87625888230323,1,1,2,2,6,2,"TA",12,"Typ",0,"Detchd",1969,"Unf",4,6.87523208727658,"TA","TA","Y",0,0,0,0,0,0,0,8,2009,"WD","Normal",12.2060726455302
"1352",1352,60,"RL",9.13205445357764,"IR1","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","2Story",6,6,1962,1962,"Gable","CompShg","HdBoard","HdBoard","BrkFace",5.76205138278018,"TA","TA","CBlock","TA","TA","No","Rec",5.76519110278484,"Unf",0,6.289715570909,6.75460409948796,"GasA","Ex","Y","SBrkr",6.75460409948796,6.75460409948796,0,7.44775128004791,0,0,1,1,4,1,"TA",8,"Typ",1,"Attchd",1962,"Fin",2,6.19440539110467,"TA","TA","Y",0,4.43081679884331,0,0,4.78749174278205,0,0,3,2008,"WD","Normal",12.0494188354848
"1353",1353,50,"RM",8.69951474821019,"Reg","Lvl","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",6,9,1937,2000,"Gable","CompShg","MetalSd","MetalSd","None",0,"Gd","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,6.54821910276237,6.54821910276237,"GasA","TA","Y","SBrkr",6.66695679242921,5.96614673912369,0,7.06987412845857,0,0,1,0,2,1,"TA",4,"Typ",0,"Detchd",1999,"Unf",2,6.43615036836943,"TA","TA","N",5.34710753071747,0,0,0,0,0,0,7,2009,"WD","Normal",11.8122890421958
"1354",1354,50,"RL",9.59696239228287,"IR1","Lvl","CulDSac","Gtl","NoRidge","Norm","Norm","1Fam","1.5Fin",8,5,1995,1996,"Hip","CompShg","VinylSd","VinylSd","BrkFace",6.361302477573,"Gd","TA","PConc","Gd","TA","Av","GLQ",6.70441435496411,"Unf",0,7.10414409298753,7.61726781362835,"GasA","Ex","Y","SBrkr",7.62705741701893,7.07749805356923,0,8.08271113423758,1,0,2,1,4,1,"Gd",9,"Typ",1,"Attchd",1996,"Fin",3,6.50128967054039,"TA","TA","Y",5.64544689764324,4.45434729625351,0,0,0,0,0,3,2010,"WD","Normal",12.9239124386805
"1355",1355,60,"RL",9.24145136700124,"IR1","Lvl","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2000,2000,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",6.59987049921284,"Unf",0,5.54907608489522,6.89972310728487,"GasA","Ex","Y","SBrkr",6.89972310728487,6.7719355558396,0,7.53101633207792,1,0,2,1,3,1,"Gd",7,"Typ",1,"Attchd",2000,"RFn",3,6.73221070646721,"TA","TA","Y",0,5.21493575760899,0,0,0,0,0,6,2008,"WD","Normal",12.3673407931263
"1356",1356,80,"RL",9.22935837781194,"IR1","Lvl","Inside","Gtl","NWAmes","Norm","Norm","1Fam","SLvl",7,6,1968,1992,"Gable","CompShg","MetalSd","MetalSd","BrkFace",4.96284463025991,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,6.3456363608286,6.3456363608286,"GasA","Gd","Y","SBrkr",7.10824413973154,6.54821910276237,0,7.56008046502183,0,0,3,0,4,1,"Gd",8,"Typ",1,"Attchd",1968,"RFn",2,6.18826412308259,"TA","TA","Y",0,4.58496747867057,0,0,0,0,0,9,2006,"WD","Normal",12.0435537160324
"1357",1357,20,"RL",9.15662308947019,"Reg","Lvl","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1966,1966,"Gable","CompShg","HdBoard","HdBoard","BrkFace",4.17438726989564,"TA","TA","CBlock","TA","TA","No","Rec",5.82894561761021,"Unf",0,6.26149168432104,6.76157276880406,"GasA","TA","Y","SBrkr",6.79346613258001,0,0,6.79346613258001,0,0,1,0,3,1,"TA",5,"Typ",0,"Attchd",1966,"RFn",1,5.57594910314632,"TA","TA","Y",0,0,0,0,0,0,0,10,2008,"WD","Normal",11.6082356447746
"1358",1358,20,"RL",9.43643955111603,"IR1","Lvl","CulDSac","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1971,2008,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","GLQ",6.59850902861452,"Unf",0,5.8406416573734,6.98286275146894,"GasA","Ex","Y","SBrkr",6.98286275146894,0,0,6.98286275146894,1,0,1,1,3,1,"TA",6,"Typ",1,"Attchd",1971,"Fin",2,6.21460809842219,"TA","TA","Y",0,0,0,0,0,0,0,4,2010,"WD","Normal",11.9177236840907
"1359",1359,160,"FV",7.65775527113487,"Reg","Lvl","Inside","Gtl","Somerst","Norm","Norm","Twnhs","2Story",6,5,2000,2000,"Gable","CompShg","MetalSd","MetalSd","BrkFace",5.37527840768417,"Gd","TA","PConc","Gd","TA","No","GLQ",5.93489419561959,"Unf",0,5.93489419561959,6.62804137617953,"GasA","Ex","Y","SBrkr",6.64509096950564,6.68959926917897,0,7.36073990305828,0,0,2,1,3,1,"Gd",5,"Typ",0,"Detchd",2000,"Unf",2,6.08677472691231,"TA","TA","Y",0,3.46573590279973,0,0,0,0,0,6,2010,"WD","Normal",12.0867258878976
"1360",1360,20,"RL",9.72537711651364,"Reg","Lvl","FR3","Gtl","NridgHt","Norm","Norm","1Fam","1Story",9,5,2004,2005,"Hip","CompShg","VinylSd","VinylSd","BrkFace",4.18965474202643,"Gd","TA","PConc","Ex","TA","Av","GLQ",7.27724772663148,"Unf",0,6.27852142416584,7.59085212368858,"GasA","Ex","Y","SBrkr",7.59085212368858,0,0,7.59085212368858,1,0,2,0,3,1,"Ex",8,"Typ",1,"Attchd",2004,"Fin",3,6.64639051484773,"TA","TA","Y",5.26785815906333,3.80666248977032,0,0,0,0,0,9,2006,"WD","Normal",12.6603279178078
"1361",1361,70,"RL",9.19441422142592,"Reg","Lvl","Inside","Gtl","SWISU","Feedr","Norm","1Fam","2Story",5,6,1921,1998,"Gable","CompShg","MetalSd","Wd Sdng","None",0,"TA","TA","BrkTil","TA","Fa","No","Unf",0,"Unf",0,6.41673228251233,6.41673228251233,"GasA","Ex","Y","SBrkr",6.89770494312864,7.38461038317697,0,7.86365126544865,0,0,3,1,4,1,"TA",8,"Typ",0,"BuiltIn",1998,"RFn",2,6.43133108193348,"TA","TA","Y",5.20948615284142,0,5.70711026474888,0,0,0,0,5,2008,"WD","Normal",12.1495022940418
"1362",1362,20,"RL",9.69017056203965,"IR1","Low","Inside","Mod","StoneBr","Norm","Norm","1Fam","1Story",7,5,2005,2005,"Hip","CompShg","VinylSd","VinylSd","Stone",2.77258872223978,"Gd","TA","PConc","Ex","TA","Av","ALQ",7.14991683613211,"Unf",0,5.54517744447956,7.33302301438648,"GasA","Ex","Y","SBrkr",7.33302301438648,0,0,7.33302301438648,1,0,2,0,3,1,"Gd",7,"Typ",1,"Attchd",2005,"Fin",2,6.06378520868761,"TA","TA","Y",5.12396397940326,3.58351893845611,0,0,0,0,0,6,2009,"WD","Normal",12.4684369099977
"1363",1363,50,"RL",9.43452338286506,"IR1","Lvl","FR2","Gtl","NAmes","Feedr","Norm","1Fam","1.5Fin",4,4,1920,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","BrkTil","TA","Fa","No","Unf",0,"Unf",0,6.57228254269401,6.57228254269401,"GasA","Gd","Y","SBrkr",7.15539630189673,6.12468339089421,0,7.46049030582534,0,0,2,0,4,1,"TA",7,"Typ",1,"Attchd",1920,"Unf",1,5.90808293816893,"TA","TA","Y",4.00733318523247,0,0,0,0,0,0,6,2009,"WD","Normal",11.5607627943844
"1364",1364,60,"RL",9.04770378849863,"IR1","Lvl","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,2006,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,6.42324696353352,6.42324696353352,"GasA","Ex","Y","SBrkr",6.42324696353352,6.67959918584438,0,7.25276241805319,0,0,2,1,3,1,"Gd",6,"Typ",1,"BuiltIn",2007,"Fin",2,6.06842558824411,"TA","TA","Y",0,3.58351893845611,0,0,0,0,0,3,2007,"New","Partial",11.9635678694873
"1365",1365,160,"FV",8.06463647577422,"Reg","Lvl","Inside","Gtl","Somerst","Norm","Norm","TwnhsE","2Story",7,5,2005,2005,"Gable","CompShg","MetalSd","MetalSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,6.39692965521615,6.39692965521615,"GasA","Ex","Y","SBrkr",6.25382881157547,6.39692965521615,4.38202663467388,7.09007683577609,0,0,2,1,2,1,"Gd",4,"Typ",0,"Detchd",2005,"RFn",2,6.17378610390194,"TA","TA","Y",0,5.11198778835654,0,0,0,0,0,4,2006,"WD","Abnorml",11.8786235774066
"1366",1366,60,"FV",8.9226582995244,"Reg","Lvl","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",7,5,2000,2000,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",6.27852142416584,"Unf",0,5.63835466933375,6.70196036600254,"GasA","Ex","Y","SBrkr",6.70196036600254,6.75693238924755,0,7.42297125104942,1,0,2,1,3,1,"Gd",7,"Typ",0,"Attchd",2000,"RFn",2,6.49677499018586,"TA","TA","Y",0,4.56434819146784,0,0,0,0,0,1,2010,"WD","Normal",12.2830336866663
"1367",1367,60,"RL",9.12467354521909,"IR1","Lvl","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,1999,1999,"Gable","CompShg","VinylSd","VinylSd","BrkFace",5.06259503302697,"Gd","TA","PConc","Gd","TA","No","GLQ",6.45047042214418,"Unf",0,5.48063892334199,6.7719355558396,"GasA","Ex","Y","SBrkr",6.78219205600679,6.81124437860129,0,7.4899708988348,1,0,2,1,3,1,"Gd",7,"Typ",0,"Attchd",1999,"RFn",2,6.37672694789863,"TA","TA","Y",0,4.47733681447821,0,0,0,0,0,6,2008,"WD","Abnorml",12.170445467887
"1368",1368,160,"RM",7.88795933659994,"Reg","Lvl","Inside","Gtl","MeadowV","Norm","Norm","TwnhsE","2Story",5,6,1977,1977,"Gable","CompShg","CemntBd","CmentBd","None",0,"TA","TA","PConc","TA","TA","No","ALQ",6.30627528694802,"Rec",5.15329159449778,3.58351893845611,6.62936325343745,"GasA","Ex","Y","SBrkr",6.82979373751242,6.30991827822652,0,7.29641326877392,0,0,2,0,4,1,"TA",6,"Typ",1,"Attchd",1977,"RFn",1,5.8171111599632,"TA","TA","Y",4.64439089914137,3.25809653802148,0,0,0,0,0,7,2006,"WD","Normal",11.7519423654407
"1369",1369,120,"RM",8.39728289474368,"Reg","Lvl","Inside","Gtl","CollgCr","Norm","Norm","TwnhsE","1Story",6,5,2003,2004,"Gable","CompShg","VinylSd","VinylSd","BrkFace",5.13579843705026,"Gd","TA","PConc","Gd","TA","Av","GLQ",6.52941883826223,"Unf",0,5.09375020080676,6.7428806357919,"GasA","Ex","Y","SBrkr",6.7428806357919,0,0,6.7428806357919,1,0,1,0,1,1,"Gd",4,"Typ",0,"Attchd",2003,"Fin",2,6.04025471127741,"TA","TA","Y",4.9416424226093,0,0,0,0,0,0,6,2009,"WD","Normal",11.8775685785581
"1370",1370,20,"RL",9.27190572763434,"IR2","Lvl","FR2","Gtl","CollgCr","Norm","Norm","1Fam","1Story",8,5,2003,2003,"Hip","CompShg","VinylSd","VinylSd","BrkFace",5.14166355650266,"Gd","TA","PConc","Gd","TA","Av","BLQ",5.91350300563827,"GLQ",6.87935580446044,5.75257263882563,7.41276401742656,"GasA","Ex","Y","SBrkr",7.41938058291869,0,0,7.41938058291869,1,0,2,0,3,1,"Gd",8,"Typ",1,"Attchd",2003,"Fin",2,6.21860011969173,"TA","TA","Y",0,5.5683445037611,0,0,0,0,0,5,2010,"WD","Normal",12.3544926506484
"1371",1371,50,"RL",8.59415423255237,"Reg","Lvl","Corner","Gtl","OldTown","Artery","Norm","1Fam","1.5Fin",4,6,1920,1950,"Gable","CompShg","CBlock","CBlock","None",0,"Fa","TA","PConc","TA","TA","No","ALQ",5.75257263882563,"Rec",4.65396035015752,6.04025471127741,6.73340189183736,"GasA","Ex","Y","SBrkr",6.73340189183736,6.2803958389602,0,7.22548147278229,0,0,1,0,2,1,"TA",6,"Typ",0,"Detchd",1967,"Fin",1,5.82304589548302,"TA","TA","Y",0,0,5.28826703069454,0,0,0,0,10,2009,"WD","Normal",11.5617156291397
"1372",1372,80,"RL",9.16951837745593,"Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","SLvl",6,6,1955,1996,"Hip","CompShg","AsbShng","AsbShng","None",0,"TA","TA","CBlock","TA","TA","Av","BLQ",6.72262979485545,"Unf",0,5.08140436498446,6.89972310728487,"GasA","Gd","Y","SBrkr",7.41517510961329,0,0,7.41517510961329,1,0,1,0,3,1,"Gd",8,"Typ",1,"BuiltIn",1955,"RFn",1,5.93224518744801,"TA","TA","Y",0,3.3322045101752,0,0,5.18178355029209,0,0,10,2008,"WD","Normal",12.0167264737993
"1373",1373,60,"RL",9.18502256399189,"Reg","Lvl","Corner","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,6,1998,1998,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","Av","GLQ",6.88243747099785,"Unf",0,4.89034912822175,7.01031186730723,"GasA","Ex","Y","SBrkr",7.01031186730723,6.89669433162271,0,7.64826303090192,1,0,2,1,3,1,"Gd",8,"Typ",1,"Detchd",1998,"RFn",2,6.36818718635049,"TA","TA","Y",5.53338948872752,5.13579843705026,0,0,0,0,0,6,2006,"WD","Normal",12.5219776769257
"1374",1374,20,"RL",9.34136863438259,"Reg","Lvl","Inside","Gtl","NoRidge","Norm","Norm","1Fam","1Story",10,5,2001,2002,"Hip","CompShg","VinylSd","VinylSd","BrkFace",6.55819780281227,"Ex","TA","PConc","Ex","TA","Gd","GLQ",7.15617663748062,"Unf",0,7.2086003379602,7.87587915949631,"GasA","Ex","Y","SBrkr",7.87587915949631,0,0,7.87587915949631,1,0,2,1,2,1,"Ex",8,"Typ",2,"Attchd",2001,"RFn",3,6.68959926917897,"TA","TA","Y",5.74939298590825,4.9416424226093,0,0,0,0,0,3,2007,"WD","Normal",13.0530132992695
"1375",1375,60,"FV",9.27096499379262,"Reg","Lvl","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",7,5,2005,2005,"Gable","CompShg","CemntBd","CmentBd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,6.93342302573071,6.93342302573071,"GasA","Ex","Y","SBrkr",6.93342302573071,6.83733281468559,0,7.57967882309046,0,0,2,1,3,1,"Gd",9,"Typ",1,"Attchd",2005,"Fin",3,6.84161547647759,"TA","TA","Y",5.03695260241363,5.34710753071747,0,0,0,0,0,7,2008,"WD","Normal",12.4292161968444
"1376",1376,20,"RL",9.3048320350689,"IR1","HLS","Inside","Gtl","Timber","Norm","Norm","1Fam","1Story",8,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","BrkFace",4.38202663467388,"Gd","TA","PConc","Gd","TA","Gd","Unf",0,"Unf",0,7.35946763825562,7.35946763825562,"GasA","Ex","Y","SBrkr",7.35946763825562,0,0,7.35946763825562,0,0,2,0,3,1,"Gd",7,"Typ",1,"Attchd",2007,"Fin",3,6.58202513889283,"TA","TA","Y",4.60517018598809,3.58351893845611,0,0,0,0,0,12,2007,"New","Partial",12.3842188309136
"1377",1377,30,"RL",8.74703426417817,"Reg","Bnk","Inside","Gtl","SWISU","Norm","Norm","1Fam","1Story",6,5,1930,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","Gd","TA","Mn","Rec",5.95064255258773,"Unf",0,5.95064255258773,6.64378973314767,"GasA","TA","N","SBrkr",6.67203294546107,0,0,6.67203294546107,0,0,1,0,2,1,"TA",4,"Typ",0,"Detchd",1925,"Unf",1,5.07517381523383,"Fa","TA","Y",0,4.94875989037817,0,0,0,0,0,4,2008,"WD","Normal",11.418614785499
"1378",1378,50,"RL",9.30546871706776,"Reg","Lvl","Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin",5,5,1941,1960,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","LwQ",6.01126717440416,"BLQ",6.04025471127741,5.04985600724954,6.89162589705225,"GasA","Ex","Y","SBrkr",6.89162589705225,6.42971947803914,0,7.38025578842646,0,0,2,0,3,1,"TA",6,"Min2",0,"Detchd",1977,"Unf",2,6.49223983502047,"TA","TA","Y",0,4.21950770517611,0,0,0,0,0,7,2009,"WD","Normal",11.6699292137799
"1379",1379,160,"RM",7.57712193087668,"Reg","Lvl","Inside","Gtl","BrDale","Norm","Norm","Twnhs","2Story",6,5,1973,1973,"Gable","CompShg","HdBoard","HdBoard","BrkFace",6.01126717440416,"TA","TA","CBlock","TA","Fa","No","BLQ",5.73334127689775,"Unf",0,5.15905529921453,6.18001665365257,"GasA","TA","Y","SBrkr",6.18001665365257,6.22257626807137,0,6.89467003943348,0,0,1,1,2,1,"TA",5,"Typ",0,"Detchd",1973,"Unf",1,5.57594910314632,"TA","TA","Y",4.27666611901606,0,0,0,0,0,0,6,2006,"WD","Normal",11.3265958867787
"1380",1380,80,"RL",9.1834829178063,"Reg","Lvl","Inside","Gtl","Timber","Norm","Norm","1Fam","SLvl",5,5,2006,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,5.95064255258773,5.95064255258773,"GasA","Gd","Y","Mix",6.62539236800796,6.46146817635372,0,7.23993259132047,0,0,2,1,3,1,"Gd",7,"Typ",0,"BuiltIn",2007,"Fin",2,5.99146454710798,"TA","TA","Y",4.60517018598809,0,0,0,0,0,0,5,2008,"WD","Normal",12.0287386302473
"1381",1381,30,"RL",9.01335177813882,"Reg","Lvl","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",3,3,1914,1950,"Gable","CompShg","Stucco","Stucco","None",0,"TA","Fa","BrkTil","TA","Fa","No","Rec",5.31320597904179,"Unf",0,6.49375383985169,6.76157276880406,"GasA","TA","N","FuseF",6.76157276880406,0,0,6.76157276880406,1,0,1,0,2,1,"TA",5,"Typ",0,"Detchd",1938,"Unf",1,5.29831736654804,"TA","Fa","Y",0,0,4.56434819146784,0,0,0,0,6,2010,"WD","Normal",10.9767820332199
"1382",1382,20,"RL",9.46691869937663,"IR1","Lvl","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,7,1970,1970,"Gable","CompShg","BrkFace","Plywood","None",0,"TA","TA","CBlock","TA","TA","Mn","BLQ",6.76272950693188,"Unf",0,5.82894561761021,7.09423484592476,"GasA","Ex","Y","SBrkr",7.65775527113487,0,0,7.65775527113487,0,0,2,1,4,1,"TA",7,"Typ",2,"Attchd",1970,"Fin",2,6.30991827822652,"TA","TA","Y",0,3.73766961828337,0,0,0,0,0,5,2008,"WD","Normal",12.3779229024568
"1383",1383,70,"RM",8.88183630500415,"Reg","Lvl","Corner","Gtl","OldTown","Norm","Norm","1Fam","2Story",7,7,1920,1950,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","Fa","TA","No","Unf",0,"Unf",0,6.39024066706535,6.39024066706535,"GasA","Ex","Y","SBrkr",6.90575327631146,6.63856778916652,0,7.47420480649612,1,0,1,1,4,1,"Gd",8,"Typ",0,"Detchd",1989,"Unf",2,6.35610766069589,"TA","TA","N",3.58351893845611,0,5.39816270151775,0,0,0,0,10,2006,"WD","Normal",11.9640010843304
"1384",1384,30,"RL",10.1400999897973,"Reg","Lvl","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,7,1918,2007,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","Gd","BrkTil","TA","TA","No","Unf",0,"Unf",0,6.70441435496411,6.70441435496411,"GasA","Ex","Y","SBrkr",7.25559127425367,0,0,7.25559127425367,0,0,2,0,3,1,"Gd",7,"Typ",0,"Attchd",2007,"Unf",2,6.35610766069589,"TA","TA","N",0,0,4.71849887129509,0,0,0,0,8,2007,"WD","Normal",11.6262541502772
"1385",1385,50,"RL",9.11162439903702,"Reg","Lvl","Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin",6,5,1939,1950,"Gable","CompShg","WdShing","Wd Shng","None",0,"TA","TA","BrkTil","TA","TA","Mn","Rec",5.31811999384422,"Unf",0,5.87493073085203,6.32793678372919,"GasA","TA","Y","SBrkr",6.54821910276237,6.32793678372919,0,7.13727843726039,0,0,1,0,2,1,"TA",6,"Typ",0,"Detchd",1939,"Unf",1,5.63478960316925,"TA","TA","P",0,0,0,0,0,0,0,10,2009,"WD","Normal",11.5617156291397
"1386",1386,50,"RM",8.60079877527103,"Reg","Lvl","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Fin",4,8,1922,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","BrkTil","TA","TA","No","BLQ",6.59987049921284,"Unf",0,4.11087386417331,6.67959918584438,"GasA","Gd","Y","SBrkr",6.67959918584438,5.8805329864007,0,7.05098944706805,1,0,1,0,3,1,"Gd",7,"Typ",0,"Detchd",1922,"Unf",1,5.48063892334199,"TA","TA","N",0,4.56434819146784,0,0,0,0,0,5,2010,"WD","Normal",11.740061037554
"1387",1387,60,"RL",9.72268484171144,"IR1","Lvl","Inside","Gtl","NWAmes","RRAn","Norm","1Fam","2Story",7,5,1978,1978,"Gable","CompShg","Plywood","Plywood","BrkFace",5.21493575760899,"TA","TA","CBlock","Gd","TA","No","BLQ",6.67203294546107,"LwQ",6.15060276844628,4.89034912822175,7.23849684089437,"GasA","TA","Y","SBrkr",7.23849684089437,7.23849684089437,0,7.93164402145431,1,0,3,1,5,1,"Gd",12,"Typ",2,"Attchd",1978,"RFn",2,6.33505425149806,"TA","TA","Y",0,4.71849887129509,0,0,6.08677472691231,6.25190388316589,7.60090245954208,7,2006,"WD","Normal",12.4292161968444
"1388",1388,50,"RM",9.05017161982336,"Reg","Lvl","Inside","Gtl","OldTown","Artery","Norm","1Fam","1.5Fin",6,7,1916,1950,"Gable","CompShg","Stucco","Stucco","None",0,"TA","Gd","BrkTil","TA","TA","No","Rec",5.12396397940326,"LwQ",6.30261897574491,0,6.57088296233958,"GasW","TA","N","SBrkr",7.41697962138115,6.75925527066369,0,7.83439230291044,0,0,2,0,5,1,"Gd",10,"Typ",1,"Detchd",1916,"Unf",1,5.37527840768417,"TA","TA","Y",4.47733681447821,2.70805020110221,0,0,0,0,0,8,2007,"CWD","Family",11.8204101647182
"1389",1389,20,"RL",9.60857943499261,"IR1","HLS","CulDSac","Gtl","Gilbert","Norm","Norm","1Fam","1Story",9,5,2006,2007,"Gable","CompShg","VinylSd","VinylSd","Stone",5.07517381523383,"Ex","TA","PConc","Ex","TA","Gd","GLQ",7.18538701558042,"Unf",0,6.05443934626937,7.46508273639955,"GasA","Ex","Y","SBrkr",7.46508273639955,0,0,7.46508273639955,1,0,2,0,3,1,"Ex",7,"Typ",2,"Attchd",2006,"Fin",3,6.63068338564237,"TA","TA","Y",5.30330490805908,3.66356164612965,0,0,0,0,0,10,2009,"WD","Normal",12.8413258476712
"1390",1390,50,"RM",8.69951474821019,"Reg","Lvl","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",6,6,1941,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","Gd","BrkTil","TA","Gd","No","ALQ",5.92692602597041,"Unf",0,5.88610403145016,6.59987049921284,"GasA","Ex","Y","SBrkr",6.76734312526539,5.85507192220243,0,7.10496544826984,0,1,1,0,3,1,"TA",6,"Typ",1,"Detchd",2003,"Unf",2,6.08677472691231,"TA","TA","Y",0,0,0,0,0,0,0,3,2007,"WD","Normal",11.7829526021833
"1391",1391,20,"RL",9.11602969250494,"Reg","Lvl","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2000,2000,"Gable","CompShg","VinylSd","VinylSd","BrkFace",5.4971682252932,"Gd","TA","PConc","Gd","TA","Av","GLQ",7.24422751560335,"Unf",0,4.8283137373023,7.32974968904151,"GasA","Ex","Y","SBrkr",7.32974968904151,0,0,7.32974968904151,1,0,2,0,3,1,"Gd",6,"Typ",0,"Attchd",2000,"RFn",2,6.29341927884648,"TA","TA","Y",5.3890717298165,3.58351893845611,0,0,0,0,0,9,2006,"WD","Normal",12.3673407931263
"1392",1392,90,"RL",9.09873819539488,"Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","Duplex","1Story",5,5,1967,1967,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,7.36770857237437,7.36770857237437,"GasA","TA","Y","SBrkr",7.36770857237437,0,0,7.36770857237437,0,0,2,0,4,2,"TA",8,"Mod",0,"Detchd",1967,"Unf",3,6.67456139181443,"TA","TA","Y",0,5.02388052084628,0,0,0,0,0,4,2009,"WD","Normal",11.7280368445872
"1393",1393,85,"RL",8.96673897875958,"Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","SFoyer",5,5,1967,1967,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","Av","ALQ",6.64509096950564,"Unf",0,4.55387689160054,6.76157276880406,"GasA","TA","Y","SBrkr",6.80239476332431,0,0,6.80239476332431,1,0,1,0,3,1,"TA",6,"Typ",1,"Attchd",1967,"RFn",1,5.66296048013595,"TA","TA","Y",5.16478597392351,4.969813299576,0,0,0,0,0,12,2006,"WD","Normal",11.7199396343546
